index,mage_cat,mar_p,dmar,meduc,feduc,cig_cat,dbwt
4333,46-50,X,1.0,3,5,5-10,2790.0
4334,46-50,X,1.0,3,5,none,3199.0714285714284
4335,46-50,X,1.0,3,6,41+,1290.0
4336,46-50,X,1.0,3,6,none,2935.2127659574467
4337,46-50,X,1.0,3,7,none,3081.2105263157896
4338,46-50,X,1.0,3,8,none,3323.75
4339,46-50,X,1.0,3,9,none,2910.8823529411766
4340,46-50,X,1.0,4,1,none,3005.0
4341,46-50,X,1.0,4,2,none,2889.0
4342,46-50,X,1.0,4,3,11-20,3050.0
4343,46-50,X,1.0,4,3,5-10,879.0
4344,46-50,X,1.0,4,3,none,3018.515625
4345,46-50,X,1.0,4,4,11-20,9999.0
4346,46-50,X,1.0,4,4,5-10,3175.0
4347,46-50,X,1.0,4,4,<5,2445.0
4348,46-50,X,1.0,4,4,none,2999.230769230769
4349,46-50,X,1.0,4,5,none,3120.964285714286
4350,46-50,X,1.0,4,6,none,3190.0
4351,46-50,X,1.0,4,7,none,3006.9444444444443
4352,46-50,X,1.0,4,8,<5,2720.0
4353,46-50,X,1.0,4,8,none,2764.75
4354,46-50,X,1.0,4,9,41+,3033.0
4355,46-50,X,1.0,4,9,5-10,2547.0
4356,46-50,X,1.0,4,9,none,3034.625
4357,46-50,X,1.0,5,1,none,3084.5
4358,46-50,X,1.0,5,2,none,2851.0
4359,46-50,X,1.0,5,3,none,2832.9024390243903
4360,46-50,X,1.0,5,4,5-10,3420.0
4361,46-50,X,1.0,5,4,none,2807.3529411764707
4362,46-50,X,1.0,5,5,11-20,2353.0
4363,46-50,X,1.0,5,5,5-10,2150.0
4364,46-50,X,1.0,5,5,none,3035.342105263158
4365,46-50,X,1.0,5,6,none,2980.3544303797466
4366,46-50,X,1.0,5,7,none,3091.0416666666665
4367,46-50,X,1.0,5,8,none,3087.0
4368,46-50,X,1.0,5,9,none,2992.6
4369,46-50,X,1.0,6,1,none,2911.6
4370,46-50,X,1.0,6,2,none,2935.8
4371,46-50,X,1.0,6,3,41+,2325.0
4372,46-50,X,1.0,6,3,none,2918.0714285714284
4373,46-50,X,1.0,6,4,5-10,2527.5
4374,46-50,X,1.0,6,4,none,2936.815789473684
4375,46-50,X,1.0,6,5,11-20,2345.0
4376,46-50,X,1.0,6,5,5-10,1675.0
4377,46-50,X,1.0,6,5,none,3265.0
4378,46-50,X,1.0,6,6,11-20,3355.0
4379,46-50,X,1.0,6,6,5-10,1740.0
4380,46-50,X,1.0,6,6,none,3021.298387096774
4381,46-50,X,1.0,6,7,11-20,3330.0
4382,46-50,X,1.0,6,7,41+,2353.0
4383,46-50,X,1.0,6,7,none,3045.4506172839506
4384,46-50,X,1.0,6,8,none,3129.0281690140846
4385,46-50,X,1.0,6,9,none,3173.1666666666665
4386,46-50,X,1.0,7,1,none,2620.0
4387,46-50,X,1.0,7,2,none,2978.5
4388,46-50,X,1.0,7,3,none,2903.525
4389,46-50,X,1.0,7,4,5-10,3120.0
4390,46-50,X,1.0,7,4,none,3189.392156862745
4391,46-50,X,1.0,7,5,none,3036.6666666666665
4392,46-50,X,1.0,7,6,<5,2906.0
4393,46-50,X,1.0,7,6,none,3097.876146788991
4394,46-50,X,1.0,7,7,none,3053.064220183486
4395,46-50,X,1.0,7,8,none,3169.3766233766232
4396,46-50,X,1.0,7,9,11-20,3232.0
4397,46-50,X,1.0,7,9,none,3188.25
4398,46-50,X,1.0,8,2,none,3003.5
4399,46-50,X,1.0,8,3,none,3040.6
4400,46-50,X,1.0,8,4,none,3203.6666666666665
4401,46-50,X,1.0,8,5,none,3406.6666666666665
4402,46-50,X,1.0,8,6,none,2945.4583333333335
4403,46-50,X,1.0,8,7,41+,2995.0
4404,46-50,X,1.0,8,7,none,3071.2680412371133
4405,46-50,X,1.0,8,8,none,3040.266055045872
4406,46-50,X,1.0,8,9,none,3403.8
4407,46-50,X,1.0,9,1,none,2890.0
4408,46-50,X,1.0,9,2,none,3555.0
4409,46-50,X,1.0,9,3,none,2098.0
4410,46-50,X,1.0,9,4,none,2740.0
4411,46-50,X,1.0,9,6,none,3544.0
4412,46-50,X,1.0,9,7,none,3207.5
4413,46-50,X,1.0,9,8,none,2948.0
4414,46-50,X,1.0,9,9,11-20,1644.0
4415,46-50,X,1.0,9,9,41+,3027.0
4416,46-50,X,1.0,9,9,5-10,2466.0
4417,46-50,X,1.0,9,9,none,2913.5
4418,46-50,Y,2.0,1,1,none,3234.285714285714
4419,46-50,Y,2.0,1,2,none,2938.8
4420,46-50,Y,2.0,1,3,none,3478.5714285714284
4421,46-50,Y,2.0,1,4,none,4260.0
4422,46-50,Y,2.0,1,5,none,2863.0
4423,46-50,Y,2.0,1,6,none,3331.0
4424,46-50,Y,2.0,1,9,none,3563.0
4425,46-50,Y,2.0,2,1,none,3080.0
4426,46-50,Y,2.0,2,2,none,2803.5
4427,46-50,Y,2.0,2,3,none,3098.1428571428573
4428,46-50,Y,2.0,2,4,none,3033.0
4429,46-50,Y,2.0,3,1,none,3020.5
4430,46-50,Y,2.0,3,2,none,3208.923076923077
4431,46-50,Y,2.0,3,3,11-20,2889.0
4432,46-50,Y,2.0,3,3,41+,2126.0
4433,46-50,Y,2.0,3,3,5-10,2325.0
4434,46-50,Y,2.0,3,3,none,2994.22
4435,46-50,Y,2.0,3,4,none,2957.0833333333335
4436,46-50,Y,2.0,3,5,none,3790.0
4437,46-50,Y,2.0,3,6,none,2798.8888888888887
4438,46-50,Y,2.0,3,7,none,3480.0
4439,46-50,Y,2.0,3,9,none,3059.0
4440,46-50,Y,2.0,4,1,5-10,964.0
4441,46-50,Y,2.0,4,1,none,3560.0
4442,46-50,Y,2.0,4,2,none,2797.5
4443,46-50,Y,2.0,4,3,11-20,3275.0
4444,46-50,Y,2.0,4,3,21-40,2971.6666666666665
4445,46-50,Y,2.0,4,3,5-10,3484.5
4446,46-50,Y,2.0,4,3,none,3002.095238095238
4447,46-50,Y,2.0,4,4,11-20,2070.0
4448,46-50,Y,2.0,4,4,5-10,3124.0
4449,46-50,Y,2.0,4,4,<5,3550.0
4450,46-50,Y,2.0,4,4,none,3301.95
4451,46-50,Y,2.0,4,5,none,2372.0
4452,46-50,Y,2.0,4,6,none,3122.181818181818
4453,46-50,Y,2.0,4,7,none,3875.0
4454,46-50,Y,2.0,4,9,<5,2692.0
4455,46-50,Y,2.0,4,9,none,2373.75
4456,46-50,Y,2.0,5,2,none,3546.0
4457,46-50,Y,2.0,5,3,none,3088.6363636363635
4458,46-50,Y,2.0,5,4,none,3170.6363636363635
4459,46-50,Y,2.0,5,5,11-20,2665.0
4460,46-50,Y,2.0,5,5,none,2481.6666666666665
4461,46-50,Y,2.0,5,6,none,3721.0
4462,46-50,Y,2.0,5,7,none,1555.0
4463,46-50,Y,2.0,5,8,none,1430.0
4464,46-50,Y,2.0,5,9,11-20,1890.0
4465,46-50,Y,2.0,5,9,none,3531.0
4466,46-50,Y,2.0,6,3,5-10,2627.5
4467,46-50,Y,2.0,6,3,none,2809.266666666667
4468,46-50,Y,2.0,6,4,none,3247.45
4469,46-50,Y,2.0,6,5,none,2997.4
4470,46-50,Y,2.0,6,6,none,2943.6938775510203
4471,46-50,Y,2.0,6,7,none,3235.8333333333335
4472,46-50,Y,2.0,6,8,none,2582.6666666666665
4473,46-50,Y,2.0,6,9,none,3127.5
4474,46-50,Y,2.0,7,2,none,3020.0
4475,46-50,Y,2.0,7,3,none,3114.5555555555557
4476,46-50,Y,2.0,7,4,none,3005.5
4477,46-50,Y,2.0,7,5,none,2837.1
4478,46-50,Y,2.0,7,6,none,3157.25
4479,46-50,Y,2.0,7,7,none,3275.4
4480,46-50,Y,2.0,7,8,none,2994.285714285714
4481,46-50,Y,2.0,7,9,none,3109.2
4482,46-50,Y,2.0,8,3,none,3490.0
4483,46-50,Y,2.0,8,4,none,3650.0
4484,46-50,Y,2.0,8,5,none,3697.5
4485,46-50,Y,2.0,8,6,none,3165.3
4486,46-50,Y,2.0,8,7,none,3174.5
4487,46-50,Y,2.0,8,8,none,3632.8333333333335
4488,46-50,Y,2.0,8,9,none,2655.0
4489,46-50,Y,2.0,9,5,none,5240.0
4490,46-50,Y,2.0,9,9,none,3268.75
4491,<20,N,2.0,1,1,5-10,2850.0
4492,<20,N,2.0,1,1,none,3260.0
4493,<20,N,2.0,1,2,none,3330.75
4494,<20,N,2.0,1,9,11-20,3201.5833333333335
4495,<20,N,2.0,1,9,21-40,3031.3333333333335
4496,<20,N,2.0,1,9,41+,2977.0
4497,<20,N,2.0,1,9,5-10,2907.190476190476
4498,<20,N,2.0,1,9,<5,3206.086956521739
4499,<20,N,2.0,1,9,none,3036.6358192705497
4500,<20,N,2.0,2,1,none,3115.5
4501,<20,N,2.0,2,2,none,3020.9583333333335
4502,<20,N,2.0,2,3,11-20,3252.5
4503,<20,N,2.0,2,3,<5,2790.0
4504,<20,N,2.0,2,3,none,3001.653846153846
4505,<20,N,2.0,2,4,none,3348.0
4506,<20,N,2.0,2,6,none,3895.0
4507,<20,N,2.0,2,9,11-20,3096.2291666666665
4508,<20,N,2.0,2,9,21-40,3204.6
4509,<20,N,2.0,2,9,41+,2835.810810810811
4510,<20,N,2.0,2,9,5-10,2978.2795698924733
4511,<20,N,2.0,2,9,<5,3212.0491803278687
4512,<20,N,2.0,2,9,none,3077.9774720290293
4513,<20,N,2.0,3,3,<5,2530.0
4514,<20,N,2.0,3,3,none,2892.0
4515,<20,N,2.0,3,9,5-10,2812.5
4516,<20,N,2.0,3,9,<5,3147.6
4517,<20,N,2.0,3,9,none,3148.3116438356165
4518,<20,N,2.0,9,2,none,3033.0
4519,<20,N,2.0,9,9,41+,3007.1111111111113
4520,<20,N,2.0,9,9,none,3057.5454545454545
4521,<20,X,1.0,1,1,none,3100.625
4522,<20,X,1.0,1,2,none,3064.5714285714284
4523,<20,X,1.0,1,3,none,3092.6666666666665
4524,<20,X,1.0,1,4,none,2690.0
4525,<20,X,1.0,1,9,none,3169.0
4526,<20,X,1.0,2,1,none,3217.0
4527,<20,X,1.0,2,2,<5,3600.0
4528,<20,X,1.0,2,2,none,3196.6153846153848
4529,<20,X,1.0,2,3,none,3029.05
4530,<20,X,1.0,2,4,none,3113.25
4531,<20,X,1.0,2,5,none,3040.0
4532,<20,X,1.0,2,9,none,3053.5
4533,<20,X,1.0,3,2,none,3995.0
4534,<20,X,1.0,3,3,none,3033.1428571428573
4535,<20,X,1.0,3,9,none,3541.0
4536,<20,Y,2.0,1,1,11-20,3260.0
4537,<20,Y,2.0,1,1,5-10,2795.0
4538,<20,Y,2.0,1,1,<5,2950.5
4539,<20,Y,2.0,1,1,none,3140.8492063492063
4540,<20,Y,2.0,1,2,11-20,3466.6666666666665
4541,<20,Y,2.0,1,2,21-40,2680.0
4542,<20,Y,2.0,1,2,41+,3204.5
4543,<20,Y,2.0,1,2,5-10,2462.0
4544,<20,Y,2.0,1,2,<5,2933.6666666666665
4545,<20,Y,2.0,1,2,none,3115.657980456026
4546,<20,Y,2.0,1,3,11-20,2970.0
4547,<20,Y,2.0,1,3,5-10,3108.0
4548,<20,Y,2.0,1,3,none,3247.5194805194806
4549,<20,Y,2.0,1,4,5-10,3487.0
4550,<20,Y,2.0,1,4,none,3428.0
4551,<20,Y,2.0,1,9,41+,3398.0
4552,<20,Y,2.0,1,9,<5,2700.0
4553,<20,Y,2.0,1,9,none,2981.769230769231
4554,<20,Y,2.0,2,1,11-20,3028.0
4555,<20,Y,2.0,2,1,<5,3001.6666666666665
4556,<20,Y,2.0,2,1,none,3076.027777777778
4557,<20,Y,2.0,2,2,11-20,3242.7368421052633
4558,<20,Y,2.0,2,2,21-40,3907.0
4559,<20,Y,2.0,2,2,41+,2953.5
4560,<20,Y,2.0,2,2,5-10,3126.4444444444443
4561,<20,Y,2.0,2,2,<5,3148.71875
4562,<20,Y,2.0,2,2,none,3103.762527928503
4563,<20,Y,2.0,2,3,11-20,2856.0
4564,<20,Y,2.0,2,3,21-40,3098.75
4565,<20,Y,2.0,2,3,41+,3305.0
4566,<20,Y,2.0,2,3,5-10,2894.8
4567,<20,Y,2.0,2,3,<5,3315.529411764706
4568,<20,Y,2.0,2,3,none,3112.9202755905512
4569,<20,Y,2.0,2,4,41+,2900.0
4570,<20,Y,2.0,2,4,none,3094.1923076923076
4571,<20,Y,2.0,2,5,none,3014.3846153846152
4572,<20,Y,2.0,2,6,none,3701.0
4573,<20,Y,2.0,2,7,none,3459.0
4574,<20,Y,2.0,2,9,11-20,2390.0
4575,<20,Y,2.0,2,9,5-10,2825.0
4576,<20,Y,2.0,2,9,<5,3324.0
4577,<20,Y,2.0,2,9,none,3130.241206030151
4578,<20,Y,2.0,3,1,none,3158.125
4579,<20,Y,2.0,3,2,41+,3520.0
4580,<20,Y,2.0,3,2,5-10,3268.0
4581,<20,Y,2.0,3,2,none,3154.8153846153846
4582,<20,Y,2.0,3,3,5-10,3020.0
4583,<20,Y,2.0,3,3,none,3058.9375
4584,<20,Y,2.0,3,4,<5,4111.0
4585,<20,Y,2.0,3,4,none,3357.2
4586,<20,Y,2.0,3,5,none,2948.0
4587,<20,Y,2.0,3,9,<5,2722.0
4588,<20,Y,2.0,3,9,none,3137.6
4589,<20,Y,2.0,9,1,none,3530.0
4590,<20,Y,2.0,9,2,41+,3020.0
4591,<20,Y,2.0,9,2,none,3209.1666666666665
4592,<20,Y,2.0,9,3,<5,2977.0
4593,<20,Y,2.0,9,3,none,3086.777777777778
4594,<20,Y,2.0,9,4,none,3065.0
4595,<20,Y,2.0,9,9,41+,3450.0
4596,<20,Y,2.0,9,9,none,3232.470588235294
