index,mage_cat,mar_p,dmar,meduc,feduc,cig_cat,dbwt
1051,26-30,X,1.0,2,5,21-40,3386.75
1052,26-30,X,1.0,2,5,41+,3486.5
1053,26-30,X,1.0,2,5,5-10,3133.5
1054,26-30,X,1.0,2,5,<5,3147.0
1055,26-30,X,1.0,2,5,none,3272.599198396794
1056,26-30,X,1.0,2,6,11-20,3219.0833333333335
1057,26-30,X,1.0,2,6,21-40,3100.0
1058,26-30,X,1.0,2,6,41+,3465.0
1059,26-30,X,1.0,2,6,5-10,3226.4
1060,26-30,X,1.0,2,6,<5,3125.0
1061,26-30,X,1.0,2,6,none,3300.6191247974066
1062,26-30,X,1.0,2,7,41+,2865.0
1063,26-30,X,1.0,2,7,none,3149.7898089171977
1064,26-30,X,1.0,2,8,11-20,2840.0
1065,26-30,X,1.0,2,8,none,3206.4193548387098
1066,26-30,X,1.0,2,9,11-20,3002.0375
1067,26-30,X,1.0,2,9,21-40,3114.3333333333335
1068,26-30,X,1.0,2,9,41+,3249.125
1069,26-30,X,1.0,2,9,5-10,3078.7122302158273
1070,26-30,X,1.0,2,9,<5,3054.7714285714287
1071,26-30,X,1.0,2,9,none,3206.6321709786275
1072,26-30,X,1.0,3,1,11-20,3027.5151515151515
1073,26-30,X,1.0,3,1,21-40,3032.0
1074,26-30,X,1.0,3,1,41+,3523.0
1075,26-30,X,1.0,3,1,5-10,3223.2
1076,26-30,X,1.0,3,1,<5,3051.1666666666665
1077,26-30,X,1.0,3,1,none,3287.8655348047537
1078,26-30,X,1.0,3,2,11-20,3087.7181818181816
1079,26-30,X,1.0,3,2,21-40,3081.3333333333335
1080,26-30,X,1.0,3,2,41+,3084.0
1081,26-30,X,1.0,3,2,5-10,3125.089861751152
1082,26-30,X,1.0,3,2,<5,3242.6847826086955
1083,26-30,X,1.0,3,2,none,3275.1254737942754
1084,26-30,X,1.0,3,3,11-20,3140.8435331230285
1085,26-30,X,1.0,3,3,21-40,3141.5272727272727
1086,26-30,X,1.0,3,3,41+,3207.6304347826085
1087,26-30,X,1.0,3,3,5-10,3166.262168674699
1088,26-30,X,1.0,3,3,<5,3193.52
1089,26-30,X,1.0,3,3,none,3292.5817767653757
1090,26-30,X,1.0,3,4,11-20,3153.7614942528735
1091,26-30,X,1.0,3,4,21-40,3017.8888888888887
1092,26-30,X,1.0,3,4,41+,3332.983870967742
1093,26-30,X,1.0,3,4,5-10,3214.6475409836066
1094,26-30,X,1.0,3,4,<5,3218.2337662337663
1095,26-30,X,1.0,3,4,none,3318.691088026244
1096,26-30,X,1.0,3,5,11-20,3115.2
1097,26-30,X,1.0,3,5,21-40,3303.3
1098,26-30,X,1.0,3,5,41+,3479.190476190476
1099,26-30,X,1.0,3,5,5-10,3191.4756097560976
1100,26-30,X,1.0,3,5,<5,3445.9166666666665
1101,26-30,X,1.0,3,5,none,3316.1737112547653
1102,26-30,X,1.0,3,6,11-20,3111.081632653061
1103,26-30,X,1.0,3,6,21-40,3181.6923076923076
1104,26-30,X,1.0,3,6,41+,3488.5
1105,26-30,X,1.0,3,6,5-10,3272.26582278481
1106,26-30,X,1.0,3,6,<5,3268.5789473684213
1107,26-30,X,1.0,3,6,none,3318.778386129579
1108,26-30,X,1.0,3,7,11-20,3209.5
1109,26-30,X,1.0,3,7,21-40,3000.0
1110,26-30,X,1.0,3,7,41+,3045.0
1111,26-30,X,1.0,3,7,5-10,3048.0
1112,26-30,X,1.0,3,7,<5,3293.375
1113,26-30,X,1.0,3,7,none,3321.6843575418993
1114,26-30,X,1.0,3,8,11-20,2780.5
1115,26-30,X,1.0,3,8,5-10,3466.0
1116,26-30,X,1.0,3,8,<5,3500.5
1117,26-30,X,1.0,3,8,none,3332.4986376021798
1118,26-30,X,1.0,3,9,11-20,3110.513605442177
1119,26-30,X,1.0,3,9,21-40,3078.132075471698
1120,26-30,X,1.0,3,9,41+,3106.7608695652175
1121,26-30,X,1.0,3,9,5-10,3080.848184818482
1122,26-30,X,1.0,3,9,<5,3070.163043478261
1123,26-30,X,1.0,3,9,none,3213.8113405670283
1124,26-30,X,1.0,4,1,11-20,3270.3529411764707
1125,26-30,X,1.0,4,1,21-40,2754.8
1126,26-30,X,1.0,4,1,41+,3123.3333333333335
1127,26-30,X,1.0,4,1,5-10,3052.4285714285716
1128,26-30,X,1.0,4,1,<5,3431.3333333333335
1129,26-30,X,1.0,4,1,none,3278.2280193236716
1130,26-30,X,1.0,4,2,11-20,3113.6463414634145
1131,26-30,X,1.0,4,2,21-40,3246.0
1132,26-30,X,1.0,4,2,41+,3406.9565217391305
1133,26-30,X,1.0,4,2,5-10,3220.3387978142077
1134,26-30,X,1.0,4,2,<5,3220.153846153846
1135,26-30,X,1.0,4,2,none,3275.317812269032
1136,26-30,X,1.0,4,3,11-20,3191.586005830904
1137,26-30,X,1.0,4,3,21-40,3013.45
1138,26-30,X,1.0,4,3,41+,3287.2886597938145
1139,26-30,X,1.0,4,3,5-10,3237.0788888888887
1140,26-30,X,1.0,4,3,<5,3193.527397260274
1141,26-30,X,1.0,4,3,none,3313.039081839322
1142,26-30,X,1.0,4,4,11-20,3204.1344537815125
1143,26-30,X,1.0,4,4,21-40,3089.2
1144,26-30,X,1.0,4,4,41+,3372.5371900826444
1145,26-30,X,1.0,4,4,5-10,3217.49940688019
1146,26-30,X,1.0,4,4,<5,3287.7223880597016
1147,26-30,X,1.0,4,4,none,3320.3462983748964
1148,26-30,X,1.0,4,5,11-20,3242.2190476190476
1149,26-30,X,1.0,4,5,21-40,3192.6666666666665
1150,26-30,X,1.0,4,5,41+,3345.133333333333
1151,26-30,X,1.0,4,5,5-10,3246.3769633507854
1152,26-30,X,1.0,4,5,<5,3301.8382352941176
1153,26-30,X,1.0,4,5,none,3340.392584206057
1154,26-30,X,1.0,4,6,11-20,3044.8285714285716
1155,26-30,X,1.0,4,6,21-40,3200.0
1156,26-30,X,1.0,4,6,41+,3269.5777777777776
1157,26-30,X,1.0,4,6,5-10,3282.7948717948716
1158,26-30,X,1.0,4,6,<5,3305.485294117647
1159,26-30,X,1.0,4,6,none,3340.3791801510247
1160,26-30,X,1.0,4,7,11-20,3126.3333333333335
1161,26-30,X,1.0,4,7,21-40,3062.5
1162,26-30,X,1.0,4,7,41+,3344.5833333333335
1163,26-30,X,1.0,4,7,5-10,3590.785714285714
1164,26-30,X,1.0,4,7,<5,3453.0
1165,26-30,X,1.0,4,7,none,3330.070517363572
1166,26-30,X,1.0,4,8,11-20,3659.0
1167,26-30,X,1.0,4,8,41+,3898.0
1168,26-30,X,1.0,4,8,5-10,2758.3333333333335
1169,26-30,X,1.0,4,8,<5,3357.8
1170,26-30,X,1.0,4,8,none,3324.1162514827997
1171,26-30,X,1.0,4,9,11-20,3097.3971631205673
1172,26-30,X,1.0,4,9,21-40,2996.483870967742
1173,26-30,X,1.0,4,9,41+,3109.0416666666665
1174,26-30,X,1.0,4,9,5-10,3176.751773049645
1175,26-30,X,1.0,4,9,<5,2975.6530612244896
1176,26-30,X,1.0,4,9,none,3235.3391076115486
1177,26-30,X,1.0,5,1,11-20,2892.8571428571427
1178,26-30,X,1.0,5,1,21-40,3487.0
1179,26-30,X,1.0,5,1,41+,4400.0
1180,26-30,X,1.0,5,1,5-10,3401.8
1181,26-30,X,1.0,5,1,<5,2569.6666666666665
1182,26-30,X,1.0,5,1,none,3291.5723830734964
1183,26-30,X,1.0,5,2,11-20,3300.7741935483873
1184,26-30,X,1.0,5,2,21-40,2924.8
1185,26-30,X,1.0,5,2,41+,2810.6
1186,26-30,X,1.0,5,2,5-10,2844.531914893617
1187,26-30,X,1.0,5,2,<5,3193.8571428571427
1188,26-30,X,1.0,5,2,none,3265.680213191206
1189,26-30,X,1.0,5,3,11-20,3231.3546798029556
1190,26-30,X,1.0,5,3,21-40,3167.2580645161293
1191,26-30,X,1.0,5,3,41+,3097.1666666666665
1192,26-30,X,1.0,5,3,5-10,3235.4166666666665
1193,26-30,X,1.0,5,3,<5,3275.7672413793102
1194,26-30,X,1.0,5,3,none,3316.7014881303885
1195,26-30,X,1.0,5,4,11-20,3184.2466666666664
1196,26-30,X,1.0,5,4,21-40,3561.4166666666665
1197,26-30,X,1.0,5,4,41+,3332.4545454545455
1198,26-30,X,1.0,5,4,5-10,3313.3636363636365
1199,26-30,X,1.0,5,4,<5,3455.7011494252874
1200,26-30,X,1.0,5,4,none,3333.4133199266576
1201,26-30,X,1.0,5,5,11-20,3034.5897435897436
1202,26-30,X,1.0,5,5,21-40,3182.6666666666665
1203,26-30,X,1.0,5,5,41+,3449.793103448276
1204,26-30,X,1.0,5,5,5-10,3298.605633802817
1205,26-30,X,1.0,5,5,<5,3303.9615384615386
1206,26-30,X,1.0,5,5,none,3332.998169143018
1207,26-30,X,1.0,5,6,11-20,3174.230769230769
1208,26-30,X,1.0,5,6,21-40,3275.0
1209,26-30,X,1.0,5,6,41+,3469.909090909091
1210,26-30,X,1.0,5,6,5-10,3137.433962264151
1211,26-30,X,1.0,5,6,<5,3401.3333333333335
1212,26-30,X,1.0,5,6,none,3346.8307941414587
1213,26-30,X,1.0,5,7,11-20,3798.5
1214,26-30,X,1.0,5,7,41+,3288.0
1215,26-30,X,1.0,5,7,5-10,3061.6666666666665
1216,26-30,X,1.0,5,7,<5,3417.5
1217,26-30,X,1.0,5,7,none,3329.3295807453414
1218,26-30,X,1.0,5,8,41+,4011.5
1219,26-30,X,1.0,5,8,5-10,3000.0
1220,26-30,X,1.0,5,8,none,3342.0874384236454
1221,26-30,X,1.0,5,9,11-20,2953.44
1222,26-30,X,1.0,5,9,21-40,3742.0
1223,26-30,X,1.0,5,9,41+,3355.0
1224,26-30,X,1.0,5,9,5-10,3310.3703703703704
1225,26-30,X,1.0,5,9,<5,3291.9166666666665
1226,26-30,X,1.0,5,9,none,3197.0859598853867
1227,26-30,X,1.0,6,1,11-20,2820.0
1228,26-30,X,1.0,6,1,21-40,3039.0
1229,26-30,X,1.0,6,1,5-10,2898.0
1230,26-30,X,1.0,6,1,none,3268.5585585585586
1231,26-30,X,1.0,6,2,11-20,3402.8333333333335
1232,26-30,X,1.0,6,2,21-40,2911.0
1233,26-30,X,1.0,6,2,41+,3465.0
1234,26-30,X,1.0,6,2,5-10,3066.0
1235,26-30,X,1.0,6,2,<5,2841.8333333333335
1236,26-30,X,1.0,6,2,none,3298.133853151397
1237,26-30,X,1.0,6,3,11-20,3175.872549019608
1238,26-30,X,1.0,6,3,21-40,3386.3
1239,26-30,X,1.0,6,3,41+,3476.6969696969695
1240,26-30,X,1.0,6,3,5-10,3274.933673469388
1241,26-30,X,1.0,6,3,<5,3199.876712328767
1242,26-30,X,1.0,6,3,none,3331.6479199440655
1243,26-30,X,1.0,6,4,11-20,3222.1604938271603
1244,26-30,X,1.0,6,4,21-40,3192.4
1245,26-30,X,1.0,6,4,41+,3480.6615384615384
1246,26-30,X,1.0,6,4,5-10,3304.654255319149
1247,26-30,X,1.0,6,4,<5,3301.7471264367814
1248,26-30,X,1.0,6,4,none,3339.5360419397116
1249,26-30,X,1.0,6,5,11-20,3373.3548387096776
1250,26-30,X,1.0,6,5,21-40,3400.6666666666665
1251,26-30,X,1.0,6,5,41+,3326.1428571428573
1252,26-30,X,1.0,6,5,5-10,3320.85
1253,26-30,X,1.0,6,5,<5,3509.189189189189
1254,26-30,X,1.0,6,5,none,3344.6323401645627
1255,26-30,X,1.0,6,6,11-20,3251.4418604651164
1256,26-30,X,1.0,6,6,21-40,3480.2
1257,26-30,X,1.0,6,6,41+,3345.348214285714
1258,26-30,X,1.0,6,6,5-10,3266.099290780142
1259,26-30,X,1.0,6,6,<5,3339.4158415841584
1260,26-30,X,1.0,6,6,none,3351.76129389114
1261,26-30,X,1.0,6,7,11-20,3040.6666666666665
1262,26-30,X,1.0,6,7,21-40,3086.0
1263,26-30,X,1.0,6,7,41+,3303.0
1264,26-30,X,1.0,6,7,5-10,3418.277777777778
1265,26-30,X,1.0,6,7,<5,3308.4761904761904
1266,26-30,X,1.0,6,7,none,3335.932563510393
1267,26-30,X,1.0,6,8,41+,3270.3333333333335
1268,26-30,X,1.0,6,8,5-10,3996.3333333333335
1269,26-30,X,1.0,6,8,<5,3452.0
1270,26-30,X,1.0,6,8,none,3340.136519203955
1271,26-30,X,1.0,6,9,11-20,3070.0
1272,26-30,X,1.0,6,9,21-40,3610.0
1273,26-30,X,1.0,6,9,41+,3366.777777777778
1274,26-30,X,1.0,6,9,5-10,3085.5333333333333
1275,26-30,X,1.0,6,9,<5,3302.5
1276,26-30,X,1.0,6,9,none,3309.468085106383
1277,26-30,X,1.0,7,1,none,3335.1309523809523
1278,26-30,X,1.0,7,2,11-20,3590.6666666666665
1279,26-30,X,1.0,7,2,21-40,3120.0
1280,26-30,X,1.0,7,2,41+,3818.5
1281,26-30,X,1.0,7,2,5-10,3005.0
1282,26-30,X,1.0,7,2,<5,3595.0
1283,26-30,X,1.0,7,2,none,3317.611285266458
1284,26-30,X,1.0,7,3,11-20,3126.1428571428573
1285,26-30,X,1.0,7,3,21-40,2559.0
1286,26-30,X,1.0,7,3,41+,2749.6923076923076
1287,26-30,X,1.0,7,3,5-10,3449.28
1288,26-30,X,1.0,7,3,<5,3510.6363636363635
1289,26-30,X,1.0,7,3,none,3326.8612067403515
1290,26-30,X,1.0,7,4,11-20,3205.8260869565215
1291,26-30,X,1.0,7,4,21-40,2812.0
1292,26-30,X,1.0,7,4,41+,3330.785714285714
1293,26-30,X,1.0,7,4,5-10,3317.90625
1294,26-30,X,1.0,7,4,<5,3417.1176470588234
1295,26-30,X,1.0,7,4,none,3327.926536549885
1296,26-30,X,1.0,7,5,11-20,3393.0
1297,26-30,X,1.0,7,5,41+,3548.0
1298,26-30,X,1.0,7,5,5-10,3462.0
1299,26-30,X,1.0,7,5,<5,3018.3333333333335
1300,26-30,X,1.0,7,5,none,3341.6976872246696
1301,26-30,X,1.0,7,6,11-20,3217.909090909091
1302,26-30,X,1.0,7,6,41+,3430.403846153846
1303,26-30,X,1.0,7,6,5-10,3340.3214285714284
1304,26-30,X,1.0,7,6,<5,3023.090909090909
1305,26-30,X,1.0,7,6,none,3335.326441440015
1306,26-30,X,1.0,7,7,11-20,3049.0
1307,26-30,X,1.0,7,7,41+,3053.964285714286
1308,26-30,X,1.0,7,7,5-10,3388.133333333333
1309,26-30,X,1.0,7,7,<5,3077.6363636363635
1310,26-30,X,1.0,7,7,none,3300.576501139435
1311,26-30,X,1.0,7,8,41+,3246.375
1312,26-30,X,1.0,7,8,5-10,3790.0
1313,26-30,X,1.0,7,8,<5,3643.0
1314,26-30,X,1.0,7,8,none,3295.136027982899
1315,26-30,X,1.0,7,9,41+,3402.0
1316,26-30,X,1.0,7,9,5-10,2380.0
1317,26-30,X,1.0,7,9,<5,3175.0
1318,26-30,X,1.0,7,9,none,3253.6600790513835
1319,26-30,X,1.0,8,1,none,3414.3846153846152
1320,26-30,X,1.0,8,2,5-10,2733.0
1321,26-30,X,1.0,8,2,none,3169.5476190476193
1322,26-30,X,1.0,8,3,11-20,3137.5
1323,26-30,X,1.0,8,3,41+,3248.5
1324,26-30,X,1.0,8,3,5-10,3388.0
1325,26-30,X,1.0,8,3,<5,3193.0
1326,26-30,X,1.0,8,3,none,3317.657894736842
1327,26-30,X,1.0,8,4,11-20,3375.0
1328,26-30,X,1.0,8,4,41+,3476.0
1329,26-30,X,1.0,8,4,5-10,2713.25
1330,26-30,X,1.0,8,4,<5,3750.0
1331,26-30,X,1.0,8,4,none,3324.2792321116926
1332,26-30,X,1.0,8,5,11-20,2970.0
1333,26-30,X,1.0,8,5,41+,3650.0
1334,26-30,X,1.0,8,5,5-10,1717.0
1335,26-30,X,1.0,8,5,none,3330.4054054054054
1336,26-30,X,1.0,8,6,11-20,3497.0
1337,26-30,X,1.0,8,6,41+,3394.3333333333335
1338,26-30,X,1.0,8,6,5-10,3039.0
1339,26-30,X,1.0,8,6,<5,3589.0
1340,26-30,X,1.0,8,6,none,3315.1096133380634
1341,26-30,X,1.0,8,7,41+,3355.714285714286
1342,26-30,X,1.0,8,7,5-10,3855.0
1343,26-30,X,1.0,8,7,none,3279.8192419825073
1344,26-30,X,1.0,8,8,41+,3332.0
1345,26-30,X,1.0,8,8,5-10,3867.5
1346,26-30,X,1.0,8,8,none,3253.856207622165
1347,26-30,X,1.0,8,9,none,3375.6585365853657
1348,26-30,X,1.0,9,1,11-20,2750.0
1349,26-30,X,1.0,9,1,41+,2730.0
1350,26-30,X,1.0,9,1,<5,3930.0
1351,26-30,X,1.0,9,1,none,3276.864406779661
1352,26-30,X,1.0,9,2,11-20,3242.0
1353,26-30,X,1.0,9,2,41+,3710.0
1354,26-30,X,1.0,9,2,5-10,2440.0
1355,26-30,X,1.0,9,2,<5,4252.0
1356,26-30,X,1.0,9,2,none,3291.5714285714284
1357,26-30,X,1.0,9,3,11-20,3237.3333333333335
1358,26-30,X,1.0,9,3,21-40,2155.0
1359,26-30,X,1.0,9,3,41+,3146.3333333333335
1360,26-30,X,1.0,9,3,5-10,3005.6666666666665
1361,26-30,X,1.0,9,3,none,3268.1417004048585
1362,26-30,X,1.0,9,4,11-20,3125.6666666666665
1363,26-30,X,1.0,9,4,41+,3294.285714285714
1364,26-30,X,1.0,9,4,5-10,3852.5
1365,26-30,X,1.0,9,4,none,3391.013605442177
1366,26-30,X,1.0,9,5,11-20,3184.5
1367,26-30,X,1.0,9,5,41+,2863.0
1368,26-30,X,1.0,9,5,5-10,3890.0
1369,26-30,X,1.0,9,5,none,3199.015625
1370,26-30,X,1.0,9,6,41+,3100.2
1371,26-30,X,1.0,9,6,none,3309.029239766082
1372,26-30,X,1.0,9,7,41+,2988.5
1373,26-30,X,1.0,9,7,none,3185.1525423728813
1374,26-30,X,1.0,9,8,none,3276.153846153846
1375,26-30,X,1.0,9,9,11-20,2902.6923076923076
1376,26-30,X,1.0,9,9,21-40,3120.0
1377,26-30,X,1.0,9,9,41+,3461.662037037037
1378,26-30,X,1.0,9,9,5-10,3026.6875
1379,26-30,X,1.0,9,9,<5,2790.0
1380,26-30,X,1.0,9,9,none,3273.344860255803
1381,26-30,Y,2.0,1,1,11-20,3035.181818181818
1382,26-30,Y,2.0,1,1,21-40,2810.0
1383,26-30,Y,2.0,1,1,41+,3073.4545454545455
1384,26-30,Y,2.0,1,1,5-10,3068.222222222222
1385,26-30,Y,2.0,1,1,<5,3177.0
1386,26-30,Y,2.0,1,1,none,3271.2399731122564
1387,26-30,Y,2.0,1,2,11-20,2927.030303030303
1388,26-30,Y,2.0,1,2,21-40,3077.0
1389,26-30,Y,2.0,1,2,41+,2935.6
1390,26-30,Y,2.0,1,2,5-10,3073.0
1391,26-30,Y,2.0,1,2,<5,3032.25
1392,26-30,Y,2.0,1,2,none,3246.19315403423
1393,26-30,Y,2.0,1,3,11-20,3080.527777777778
1394,26-30,Y,2.0,1,3,21-40,3157.3333333333335
1395,26-30,Y,2.0,1,3,41+,3085.875
1396,26-30,Y,2.0,1,3,5-10,3139.9821428571427
1397,26-30,Y,2.0,1,3,<5,2940.25
1398,26-30,Y,2.0,1,3,none,3220.393756294058
1399,26-30,Y,2.0,1,4,11-20,2918.5
1400,26-30,Y,2.0,1,4,21-40,3220.0
1401,26-30,Y,2.0,1,4,41+,2183.0
1402,26-30,Y,2.0,1,4,5-10,3046.625
1403,26-30,Y,2.0,1,4,<5,3104.0
1404,26-30,Y,2.0,1,4,none,3243.441717791411
1405,26-30,Y,2.0,1,5,11-20,2812.5
1406,26-30,Y,2.0,1,5,5-10,1979.3333333333333
1407,26-30,Y,2.0,1,5,<5,3270.0
1408,26-30,Y,2.0,1,5,none,3275.6
1409,26-30,Y,2.0,1,6,5-10,2920.0
1410,26-30,Y,2.0,1,6,none,3123.2388059701493
1411,26-30,Y,2.0,1,7,none,3352.785714285714
1412,26-30,Y,2.0,1,8,none,3369.5
1413,26-30,Y,2.0,1,9,11-20,2697.7
1414,26-30,Y,2.0,1,9,21-40,2353.0
1415,26-30,Y,2.0,1,9,41+,3390.0
1416,26-30,Y,2.0,1,9,5-10,3248.285714285714
1417,26-30,Y,2.0,1,9,<5,3260.5
1418,26-30,Y,2.0,1,9,none,3178.5742296918766
1419,26-30,Y,2.0,2,1,11-20,2722.862068965517
1420,26-30,Y,2.0,2,1,21-40,3630.0
1421,26-30,Y,2.0,2,1,41+,3106.6153846153848
1422,26-30,Y,2.0,2,1,5-10,3140.4285714285716
1423,26-30,Y,2.0,2,1,<5,3087.590909090909
1424,26-30,Y,2.0,2,1,none,3262.3639514731367
1425,26-30,Y,2.0,2,2,11-20,3046.08185840708
1426,26-30,Y,2.0,2,2,21-40,2999.2061855670104
1427,26-30,Y,2.0,2,2,41+,3036.734375
1428,26-30,Y,2.0,2,2,5-10,3037.596573208723
1429,26-30,Y,2.0,2,2,<5,3101.0260416666665
1430,26-30,Y,2.0,2,2,none,3199.822140221402
1431,26-30,Y,2.0,2,3,11-20,3093.6369047619046
1432,26-30,Y,2.0,2,3,21-40,2944.5643564356437
1433,26-30,Y,2.0,2,3,41+,2944.0833333333335
1434,26-30,Y,2.0,2,3,5-10,3064.4641744548285
1435,26-30,Y,2.0,2,3,<5,3038.6631578947367
1436,26-30,Y,2.0,2,3,none,3174.688988764045
1437,26-30,Y,2.0,2,4,11-20,3166.0
1438,26-30,Y,2.0,2,4,21-40,3036.181818181818
1439,26-30,Y,2.0,2,4,41+,2955.1111111111113
1440,26-30,Y,2.0,2,4,5-10,3061.3186274509803
1441,26-30,Y,2.0,2,4,<5,3165.6
1442,26-30,Y,2.0,2,4,none,3207.4332036316473
1443,26-30,Y,2.0,2,5,11-20,3270.794117647059
1444,26-30,Y,2.0,2,5,21-40,3418.3333333333335
1445,26-30,Y,2.0,2,5,41+,3477.0
1446,26-30,Y,2.0,2,5,5-10,3091.9285714285716
1447,26-30,Y,2.0,2,5,<5,3269.176470588235
1448,26-30,Y,2.0,2,5,none,3160.3153846153846
1449,26-30,Y,2.0,2,6,11-20,2895.769230769231
1450,26-30,Y,2.0,2,6,21-40,2585.0
1451,26-30,Y,2.0,2,6,5-10,2944.4375
1452,26-30,Y,2.0,2,6,<5,2606.5
1453,26-30,Y,2.0,2,6,none,3235.25
1454,26-30,Y,2.0,2,7,11-20,3317.5
1455,26-30,Y,2.0,2,7,41+,2013.0
1456,26-30,Y,2.0,2,7,5-10,3473.3333333333335
1457,26-30,Y,2.0,2,7,none,3187.90625
1458,26-30,Y,2.0,2,8,11-20,2834.0
1459,26-30,Y,2.0,2,8,none,3274.9
1460,26-30,Y,2.0,2,9,11-20,2903.8356164383563
1461,26-30,Y,2.0,2,9,21-40,2843.1
1462,26-30,Y,2.0,2,9,41+,3122.4
1463,26-30,Y,2.0,2,9,5-10,3025.532110091743
1464,26-30,Y,2.0,2,9,<5,3174.0
1465,26-30,Y,2.0,2,9,none,3205.8373333333334
1466,26-30,Y,2.0,3,1,11-20,3007.689655172414
1467,26-30,Y,2.0,3,1,21-40,3154.222222222222
1468,26-30,Y,2.0,3,1,41+,3162.4545454545455
1469,26-30,Y,2.0,3,1,5-10,3181.635135135135
1470,26-30,Y,2.0,3,1,<5,3057.181818181818
1471,26-30,Y,2.0,3,1,none,3249.574988021083
1472,26-30,Y,2.0,3,2,11-20,3067.734161490683
1473,26-30,Y,2.0,3,2,21-40,3043.941605839416
1474,26-30,Y,2.0,3,2,41+,3030.8297872340427
1475,26-30,Y,2.0,3,2,5-10,3079.416129032258
1476,26-30,Y,2.0,3,2,<5,3057.47703180212
1477,26-30,Y,2.0,3,2,none,3201.26093043291
1478,26-30,Y,2.0,3,3,11-20,3102.7619209809263
1479,26-30,Y,2.0,3,3,21-40,3088.5513126491646
1480,26-30,Y,2.0,3,3,41+,3116.359296482412
1481,26-30,Y,2.0,3,3,5-10,3132.994863893169
1482,26-30,Y,2.0,3,3,<5,3121.3293718166383
1483,26-30,Y,2.0,3,3,none,3203.6690001971997
1484,26-30,Y,2.0,3,4,11-20,3148.926495726496
1485,26-30,Y,2.0,3,4,21-40,3066.0138888888887
1486,26-30,Y,2.0,3,4,41+,3115.8382352941176
1487,26-30,Y,2.0,3,4,5-10,3156.529023746702
1488,26-30,Y,2.0,3,4,<5,3133.529411764706
1489,26-30,Y,2.0,3,4,none,3237.4605833661803
1490,26-30,Y,2.0,3,5,11-20,3188.8591549295775
1491,26-30,Y,2.0,3,5,21-40,3108.6923076923076
1492,26-30,Y,2.0,3,5,41+,3165.9
1493,26-30,Y,2.0,3,5,5-10,3091.914798206278
1494,26-30,Y,2.0,3,5,<5,3108.5416666666665
1495,26-30,Y,2.0,3,5,none,3256.3489266260813
1496,26-30,Y,2.0,3,6,11-20,3216.74
1497,26-30,Y,2.0,3,6,21-40,3399.714285714286
1498,26-30,Y,2.0,3,6,41+,3170.8947368421054
1499,26-30,Y,2.0,3,6,5-10,3236.1237113402062
1500,26-30,Y,2.0,3,6,<5,3208.391304347826
1501,26-30,Y,2.0,3,6,none,3237.789268714842
1502,26-30,Y,2.0,3,7,11-20,3169.9285714285716
1503,26-30,Y,2.0,3,7,21-40,2150.0
1504,26-30,Y,2.0,3,7,5-10,3088.5
1505,26-30,Y,2.0,3,7,<5,2771.5
1506,26-30,Y,2.0,3,7,none,3258.4641638225257
1507,26-30,Y,2.0,3,8,11-20,3337.5
1508,26-30,Y,2.0,3,8,5-10,3413.0
1509,26-30,Y,2.0,3,8,<5,2250.0
1510,26-30,Y,2.0,3,8,none,3302.698630136986
1511,26-30,Y,2.0,3,9,11-20,3124.021126760563
1512,26-30,Y,2.0,3,9,21-40,3270.53125
1513,26-30,Y,2.0,3,9,41+,3209.904761904762
1514,26-30,Y,2.0,3,9,5-10,3089.748554913295
1515,26-30,Y,2.0,3,9,<5,3170.4842105263156
1516,26-30,Y,2.0,3,9,none,3195.013283280393
1517,26-30,Y,2.0,4,1,11-20,3243.285714285714
1518,26-30,Y,2.0,4,1,21-40,3390.0
1519,26-30,Y,2.0,4,1,41+,3449.0
1520,26-30,Y,2.0,4,1,5-10,3053.5862068965516
1521,26-30,Y,2.0,4,1,<5,2948.0
1522,26-30,Y,2.0,4,1,none,3235.443113772455
1523,26-30,Y,2.0,4,2,11-20,3106.473417721519
1524,26-30,Y,2.0,4,2,21-40,3399.98
1525,26-30,Y,2.0,4,2,41+,3203.4615384615386
1526,26-30,Y,2.0,4,2,5-10,3121.444976076555
1527,26-30,Y,2.0,4,2,<5,3112.735294117647
1528,26-30,Y,2.0,4,2,none,3194.1151000870323
1529,26-30,Y,2.0,4,3,11-20,3141.25605815832
1530,26-30,Y,2.0,4,3,21-40,3059.0
1531,26-30,Y,2.0,4,3,41+,3166.890243902439
1532,26-30,Y,2.0,4,3,5-10,3153.7361623616234
1533,26-30,Y,2.0,4,3,<5,3111.4172661870502
1534,26-30,Y,2.0,4,3,none,3217.543580634501
1535,26-30,Y,2.0,4,4,11-20,3184.550432276657
1536,26-30,Y,2.0,4,4,21-40,3140.1585365853657
1537,26-30,Y,2.0,4,4,41+,3263.746987951807
1538,26-30,Y,2.0,4,4,5-10,3186.0029097963143
1539,26-30,Y,2.0,4,4,<5,3187.802228412256
1540,26-30,Y,2.0,4,4,none,3230.356150378735
1541,26-30,Y,2.0,4,5,11-20,3146.904411764706
1542,26-30,Y,2.0,4,5,21-40,2804.75
1543,26-30,Y,2.0,4,5,41+,3407.269230769231
1544,26-30,Y,2.0,4,5,5-10,3250.3502824858756
1545,26-30,Y,2.0,4,5,<5,3312.0545454545454
1546,26-30,Y,2.0,4,5,none,3253.851757514009
1547,26-30,Y,2.0,4,6,11-20,3240.6
1548,26-30,Y,2.0,4,6,21-40,3220.0
1549,26-30,Y,2.0,4,6,41+,3207.55
